||=== Build: Robi_Debug in piMASS (compiler: GNU GCC Compiler) ===|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|516|warning: '0' flag ignored with precision and ‘%d’ gnu_printf format [-Wformat=]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘U4 gpcCMPL::cmpl_find(gpcLZY*, U1*, U4)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|532|warning: unused variable ‘pPC’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4x4& U4x4::null()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|1714|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZY::gpcLZY()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4396|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZY::gpcLZY(U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4400|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyADD(const void*, U8, U8&, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4468|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZYdct::gpcLZYdct(U8)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4851|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4 gpcLZYdct::dict_find(U1*, U8, U4&)’:|
/home/pi/Desktop/piMASS/piMASS.h|4855|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZYdct* gpcLZYdct::dict_add(U1*, U8)’:|
/home/pi/Desktop/piMASS/piMASS.h|4888|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U8 gpcLZYdct::nIX()’:|
/home/pi/Desktop/piMASS/piMASS.h|4945|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘const char* gpcLZYdct::sSTRix(U8, const char*)’:|
/home/pi/Desktop/piMASS/piMASS.h|4949|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
include/gpcOPCD.h||In constructor ‘gpcCMPL::gpcCMPL(I8)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
include/gpcOPCD.h|129|note: in expansion of macro ‘gpmCLR’|
include/gpcOPCD.h||In member function ‘U4 gpcCMPL::nKID()’:|
include/gpcOPCD.h|135|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In constructor ‘gpcOPCD::gpcOPCD(const gpcOPCD*, const char*, char, char, I8, U8, double, gpeALF, gpeALF)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|6|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘I1 gpcCMPL::sOP(char*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|358|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘I1 gpcCMPL::sDST(U1*, U4, char*, char*, char*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|378|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘U4 gpcLZY::nPC()’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|456|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘gpcCMPL* gpcLZY::pPC(U4, U1*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|400|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘char* gpcCMPL::sLOG(U1*, char*, char*, gpcLZY*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|109|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘char* gpcCMPL::sASM(U1*, U1*, char*, gpcLZY*, gpcCMPL*, gpcCMPL*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|235|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘gpcCMPL* gpcLZY::pSPARE(U4, gpeALF, U1*)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|427|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘U4 gpcCMPL::iKID(gpcLZY*, U4)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|463|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘gpcCMPL* gpcCMPL::sKIDlst(U1*, U1*, gpcLZY*, char)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|480|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘U4 gpcCMPL::cmpl_find(gpcLZY*, U1*, U4)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|524|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘U4 gpcCMPL::cmpl_best(gpcLZY*, U1*, U4)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|564|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcOPCD.cpp||In member function ‘gpcLZY* gpcCMPL::cmpl_add(gpcLZY*, U1*, U4)’:|
/home/pi/Desktop/piMASS/gpcOPCD.cpp|617|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h||In member function ‘I4x4* I4x4::index(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h||In function ‘bool gpfMKDR(char*, const char*)’:|
/home/pi/Desktop/piMASS/piMASS.h|465|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h|463|warning: unused variable ‘p_end’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U1x4& U1x4::typMX(U1x4)’:|
/home/pi/Desktop/piMASS/piMASS.h|862|warning: suggest parentheses around comparison in operand of ‘&’ [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U2x4& U2x4::operator=(U2)’:|
/home/pi/Desktop/piMASS/piMASS.h|1261|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U2x4& U2x4::operator=(I2)’:|
/home/pi/Desktop/piMASS/piMASS.h|1265|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4x4& U4x4::operator=(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|1735|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4x4& U4x4::operator=(I4)’:|
/home/pi/Desktop/piMASS/piMASS.h|1739|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘I4x4* I4x4::index(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|2825|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4638|warning: suggest explicit braces to avoid ambiguous ‘else’ [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyWR(const char*, bool)’:|
/home/pi/Desktop/piMASS/piMASS.h|4804|warning: label ‘szasz’ defined but not used [-Wunused-label]|
/home/pi/Desktop/piMASS/gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
/home/pi/Desktop/piMASS/gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/gpcgt.h|417|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|418|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|420|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|426|warning: ‘packed’ attribute ignored for field of type ‘U1 [3] {aka unsigned char [3]}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
/home/pi/Desktop/piMASS/gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
./gpcres.h||In member function ‘gpcISA* gpcISA::null()’:|
/home/pi/Desktop/piMASS/piMASS.h|286|warning: possible problem detected in invocation of delete operator: [-Wdelete-incomplete]|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h|60|warning: invalid use of incomplete type ‘class gpcRES’|
/home/pi/Desktop/piMASS/piMASS.h|286|note: in definition of macro ‘gpmDEL’|
./gpcres.h|7|note: forward declaration of ‘class gpcRES’|
/home/pi/Desktop/piMASS/piMASS.h|286|note: neither the destructor nor the class-specific operator delete will be called, even if they are declared when the class is defined|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h||In member function ‘gpcREG& gpcREG::operator=(U1*)’:|
./gpcres.h|230|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpfFLG& gpfFLG::null()’:|
./gpcres.h|643|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|871|note: in expansion of macro ‘gpmDELary’|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|902|note: in expansion of macro ‘gpmDELary’|
./gpcres.h||In member function ‘gpcALU& gpcRES::ADD(gpeALF, U4, U4)’:|
./gpcres.h|919|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|928|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|939|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|952|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|962|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|971|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h||In member function ‘U4 gpcRES::iFND(gpeALF)’:|
./gpcres.h|995|warning: unused variable ‘x’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
/home/pi/Desktop/piMASS/gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘U8 gpcSRC::CRSminiCR(I4x2&, bool)’:|
/home/pi/Desktop/piMASS/piMASS.h|227|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h|662|note: in expansion of macro ‘min’|
/home/pi/Desktop/piMASS/gpcpic.cpp||In function ‘gpcLZY* gpfSRF2JPG(gpcLZY*, SDL_Surface*, I4)’:|
/home/pi/Desktop/piMASS/gpcpic.cpp|72|warning: unused variable ‘nMEM’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcpic.cpp||In function ‘void call_cam(gpcTHRD_CAM*)’:|
/home/pi/Desktop/piMASS/gpcpic.cpp|132|warning: unused variable ‘p2’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcpic.cpp|132|warning: unused variable ‘e’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZY::gpcLZY(U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4400|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyADD(const void*, U8, U8&, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4468|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcpic.cpp||In constructor ‘gpcTHRD_CAM::gpcTHRD_CAM()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcpic.cpp|123|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcpic.cpp||In member function ‘U1* gpcPIC::getPIX(gpcPICAM*, U4)’:|
/home/pi/Desktop/piMASS/gpcpic.cpp|170|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h|2825|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
./piMASS.h|4638|warning: suggest explicit braces to avoid ambiguous ‘else’ [-Wparentheses]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyWR(const char*, bool)’:|
./piMASS.h|4804|warning: label ‘szasz’ defined but not used [-Wunused-label]|
./gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcgt.h|417|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|418|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|420|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|426|warning: ‘packed’ attribute ignored for field of type ‘U1 [3] {aka unsigned char [3]}’ [-Wattributes]|
./gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
./gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
./gpcSRC.h||In member function ‘U8 gpcSRC::CRSminiCR(I4x2&, bool)’:|
./piMASS.h|227|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcSRC.h|662|note: in expansion of macro ‘min’|
./gpcres.h||In member function ‘gpcISA* gpcISA::null()’:|
./piMASS.h|286|warning: possible problem detected in invocation of delete operator: [-Wdelete-incomplete]|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h|60|warning: invalid use of incomplete type ‘class gpcRES’|
./piMASS.h|286|note: in definition of macro ‘gpmDEL’|
./gpcres.h|7|note: forward declaration of ‘class gpcRES’|
./piMASS.h|286|note: neither the destructor nor the class-specific operator delete will be called, even if they are declared when the class is defined|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h||In member function ‘gpcREG& gpcREG::operator=(U1*)’:|
./gpcres.h|230|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpfFLG& gpfFLG::null()’:|
./gpcres.h|643|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|871|note: in expansion of macro ‘gpmDELary’|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|902|note: in expansion of macro ‘gpmDELary’|
./gpcres.h||In member function ‘gpcALU& gpcRES::ADD(gpeALF, U4, U4)’:|
./gpcres.h|919|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|928|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|939|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|952|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|962|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|971|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h||In member function ‘U4 gpcRES::iFND(gpeALF)’:|
./gpcres.h|995|warning: unused variable ‘x’ [-Wunused-variable]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putLIST(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|606|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putMINI(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|659|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
/home/pi/Desktop/piMASS/gpcres.cpp||In member function ‘gpcRES* gpcRES::null()’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
/home/pi/Desktop/piMASS/gpcres.cpp|31|note: in expansion of macro ‘gpmDELary’|
/home/pi/Desktop/piMASS/gpcres.cpp||In member function ‘gpcALU& gpcADR::adr2ALU(gpcRES*)’:|
/home/pi/Desktop/piMASS/gpcres.cpp|90|warning: reference to local variable ‘alu’ returned [-Wreturn-local-addr]|
/home/pi/Desktop/piMASS/gpcres.cpp||In member function ‘gpcALU& gpcALU::ins(gpcRES*, U4x2, U1x4)’:|
/home/pi/Desktop/piMASS/gpcres.cpp|219|warning: unused variable ‘nAN1’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcres.cpp|222|warning: unused variable ‘nXB1’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcres.cpp|223|warning: unused variable ‘nLD1’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcres.cpp|225|warning: unused variable ‘nAN2’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcres.cpp|228|warning: unused variable ‘nXB2’ [-Wunused-variable]|
